"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"5P9TZX2U","journalArticle","2012","Caporaso, J Gregory; Lauber, Christian L; Walters, William A; Berg-Lyons, Donna; Huntley, James; Fierer, Noah; Owens, Sarah M; Betley, Jason; Fraser, Louise; Bauer, Markus; Gormley, Niall; Gilbert, Jack A; Smith, Geoff; Knight, Rob","Ultra-high-throughput microbial community analysis on the Illumina HiSeq and MiSeq platforms","The ISME Journal","","1751-7362, 1751-7370","10.1038/ismej.2012.8","http://www.nature.com/articles/ismej20128","","2012-08","2019-10-29 14:42:03","2019-10-29 14:42:03","2019-10-29 14:42:03","1621-1624","","8","6","","ISME J","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/home/eror/Zotero/storage/WI4428BB/Caporaso et al_2012_Ultra-high-throughput microbial community analysis on the Illumina HiSeq and.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FTJEUKM4","document","2017","Duvallet, Claire; Gibbons, Sean; Gurry, Thomas; Irizarry, Rafael; Alm, Eric","Microbiomehd: The Human Gut Microbiome In Health And Disease","","","","","https://zenodo.org/record/797943","<strong>Overview</strong> MicrobiomeHD is a standardized database of human gut microbiome studies in health and disease. This database includes publicly available 16S data from published case-control studies and their associated patient metadata. Raw sequencing data for each study was downloaded and processed through a standardized pipeline. To be included in MicrobiomeHD, datasets have: 	publicly available raw sequencing data (fastq or fasta) 	publicly available metadata with at least case and control labels for each patient 	at least 15 case patients Currently, MicrobiomeHD is focused on stool samples. Additional samples may be included in certain datasets, as indicated in the metadata. <strong>Files</strong> Additional information about the datasets included in this MicrobiomeHD release are in the MicrobiomeHD github repo https://github.com/cduvallet/microbiomeHD, in the file <em>db/dataset_info.yaml</em>. Top-level identifiers correspond to the dataset IDs used in Duvallet et al. 2017. Sample sizes in the yaml file are those that were described in the papers, and may not exactly reflect the actual data (due to missing/extra data, samples which didn't pass quality control, etc). Each dataset was downloaded and processed through a standardized pipeline. The raw processing results are available in the *.tar.gz files here. Each file has the same directory structure and files, as described in the pipeline documentation: http://amplicon-sequencing-pipeline.readthedocs.io/en/latest/output.html. Specific files of interest include: 	<strong>summary_file.txt</strong>: this file contains a summary of all parameters used to process the data 	<strong>datasetID.metadata.txt</strong>: the metadata associated with the samples. Note that some samples in the metadata may not have sequencing data, and vice versa. 	<strong>RDP/datasetID.otu_table.100.denovo.rdp_assigned</strong>: the 100% OTU tables with Latin taxonomic names assigned using the RDP classifier. 	<strong>datasetID.otu_seqs.100.fasta</strong>: representative sequences for each OTU in the 100% OTU table. OTU labels in the OTU table end with d__denovoID - these denovoIDs correspond to the sequences in this file. Processing The raw data was acquired as described in the supplementary materials of Duvallet et al.'s ""Meta analysis of microbiome studies identifies shared and disease-specific patterns"". Raw sequencing data was processed with the Alm lab's in-house 16S processing pipeline: https://github.com/thomasgurry/amplicon_sequencing_pipeline Pipeline documentation is available at: http://amplicon-sequencing-pipeline.readthedocs.io/ Metadata was extracted from the original papers and/or data sources, and formatted manually. <strong>Contributing</strong> MicrobiomeHD is a resource that can be used to extract disease-specific microbiome signals in individual case-control studies. Many microbes respond non-specifically to health and disease, and the majority of bacterial associations within individual studies overlap with this ""core"" response. Researchers should cross-check their results with the data presented here to ensure that their identified microbial associations are specific to their disease under study. We provide an updated list of ""core"" microbes here, as well as the raw OTU tables for anyone who wishes to reproduce and adapt this analysis to their study question. If you would like to include your case-control dataset in MicrobiomeHD, please email duvallet[at]mit.edu. For us to process your data through our standard pipeline, you will need to provide the following files and information about your data: 	raw sequencing data in fastq or fasta format (preferably fastq) 	information about which processing steps will be required (e.g. removing primers or barcodes, merging paired-end reads, etc) 	sample IDs associated with the sequencing data (either mapped to barcodes still in the sequences, or to each de-multiplexed sequencing file) 	case/control metadata of each sample 	other relevant metadata (e.g. sampling site, if not all samples are stool; sampling time point, if multiple samples per patient were taken; etc) By using MicrobiomeHD in your own analyses, you agree to contribute your dataset to this database and to make your raw sequencing data (i.e. fastq files) publicly available. <strong>Citing MicrobiomeHD</strong> The MicrobiomeHD database and original publications for each of these datasets are described in Duvallet et al. (2017): http://biorxiv.org/content/early/2017/05/08/134031 If you use any of these datasets in your analysis, please cite both MicrobiomeHD (Duvallet et al. (2017)) and the original publication for each dataset that you use. The code used to process and analyze this data in Duvallet et al. (2017) is available on github: https://github.com/cduvallet/microbiomeHD <strong>Files</strong> <em>Core genera</em> <strong>file-S3.core_genera.txt</strong>: Supplemental Table 3 from Duvallet et al. (2017), listing the core health- and disease-associated microbes. <em>Datasets</em> Note that MicrobiomeHD contains all 28 datasets from Duvallet et al. (2017), as well as additional datasets which did not meet the inclusion criteria for the meta-analysis presented in the paper. Additional information about the datasets included in this MicrobiomeHD release are in the original publications and the MicrobiomeHD github repo https://github.com/cduvallet/microbiomeHD, in the file <em>db/dataset_info.yaml</em>. The sample sizes listed here reflect what was reported in the original publications. Some may have discrepancies between what is reported and what is in the actual data due to missing data, quality issues, barcode mismatches, etc. 	<strong>asd_son_results.tar.gz</strong> (<em>asd_son</em>): NT: 44, ASD: 59 	 		http://dx.doi.org/10.1371/journal.pone.0137725 	 	 	<strong>autism_kb_results.tar.gz</strong> (<em>asd_kang</em>): H: 20, ASD: 20 	 		http://dx.doi.org/10.1371/journal.pone.0068322 	 	 	<strong>cdi_schubert_results.tar.gz</strong> (<em>noncdi_schubert</em>): H: 155, nonCDI: 89, CDI: 94 	 		http://dx.doi.org/10.1128/mBio.01021-14 	 	 	<strong>cdi_vincent_v3v5_results.tar.gz</strong> (<em>cdi_vincent</em>): H: 25, CDI: 25 	 		http://dx.doi.org/10.1186/2049-2618-1-18 	 	 	<strong>cdi_youngster_results.tar.gz</strong> (<em>cdi_youngster</em>): H: 4, CDI: 19 	 		http://dx.doi.org/10.1093/cid/ciu135 	 	 	<strong>crc_baxter_results.tar.gz</strong> (<em>crc_baxter</em>): adenoma: 198, H: 172, CRC: 120 	 		http://dx.doi.org/10.1186/s13073-016-0290-3 	 	 	<strong>crc_xiang_results.tar.gz</strong> (<em>crc_chen</em>): H: 22, CRC: 21 	 		http://dx.doi.org/10.1371/journal.pone.0039743 	 	 	<strong>crc_zackular_results.tar.gz</strong> (<em>crc_zackular</em>): adenoma: 30, H: 30, CRC: 30 	 		http://dx.doi.org/10.1158/1940-6207.CAPR-14-0129 	 	 	<strong>crc_zeller_results.tar.gz</strong> (<em>crc_zeller</em>): H: 75, CRC: 41 	 		http://dx.doi.org/10.15252/msb.20145645 	 	 	<strong>crc_zhao_results.tar.gz</strong> (<em>crc_wang</em>): H: 56, CRC: 46 	 		http://dx.doi.org/10.1038/ismej.2011.109} 	 	 	<strong>edd_singh_results.tar.gz</strong> (<em>edd_singh</em>): STEC: 28, CAMP: 71, SALM: 66, SHIG: 34, H: 75 	 		http://dx.doi.org/10.1186/s40168-015-0109-2 	 	 	<strong>hiv_dinh_results.tar.gz</strong> (<em>hiv_dinh</em>): H: 16, HIV: 21 	 		http://dx.doi.org/10.1093/infdis/jiu409 	 	 	<strong>hiv_lozupone_results.tar.gz</strong> (<em>hiv_lozupone</em>): H: 13, HIV: 25 	 		http://dx.doi.org/10.1016/j.chom.2013.08.006 	 	 	<strong>hiv_noguerajulian_results.tar.gz</strong> (<em>hiv_noguerajulian</em>): H: 34, HIV: 206 	 		https://doi.org/10.1016%2Fj.ebiom.2016.01.032 	 	 	<strong>ibd_alm_results.tar.gz</strong> (<em>ibd_papa</em>): IBDundef: 1, nonIBD: 24, UC: 43, CD: 23 	 		http://dx.doi.org/10.1371/journal.pone.0039242 	 	 	<strong>ibd_engstrand_maxee_results.tar.gz</strong> (<em>ibd_willing</em>): CCD: 12, H: 35, ICD: 15, UC: 16, ICCD: 2 	 		http://dx.doi.org/10.1053/j.gastro.2010.08.049 	 	 	<strong>ibd_gevers_2014_results.tar.gz</strong> (<em>ibd_gevers</em>): H: 31, CD: 224 	 		http://dx.doi.org/10.1016/j.chom.2014.02.005 	 	 	<strong>ibd_huttenhower_results.tar.gz</strong> (<em>ibd_morgan</em>): H: 18, UC: 48, CD: 62 	 		http://dx.doi.org/10.1186/gb-2012-13-9-r79 	 	 	<strong>mhe_zhang_results.tar.gz</strong> (<em>liv_zhang</em>): CIRR: 25, H: 26, MHE: 26 	 		http://dx.doi.org/10.1038/ajg.2013.221 	 	 	<strong>nash_chan_results.tar.gz</strong> (<em>nash_wong</em>): H: 22, NASH: 16 	 		http://dx.doi.org/10.1371/journal.pone.0062885 	 	 	<strong>nash_ob_baker_results.tar.gz</strong> (<em>nash_zhu</em>): H: 16, NASH: 22, OB: 25 	 		http://dx.doi.org/10.1002/hep.26093 	 	 	<strong>ob_goodrich_results.tar.gz</strong> (<em>ob_goodrich</em>): OW: 322, H: 433, OB: 183 	 		http://dx.doi.org/10.1016/j.cell.2014.09.053 	 	 	<strong>ob_gordon_2008_v2_results.tar.gz</strong> (<em>ob_turnbaugh</em>): H: 61, OB: 219 	 		http://dx.doi.org/10.1038/nature07540 	 	 	<strong>ob_ross_results.tar.gz</strong> (<em>ob_ross</em>): H: 26, OB: 37 	 		http://dx.doi.org/10.1186/s40168-015-0072-y 	 	 	<strong>ob_zupancic_results.tar.gz</strong> (<em>ob_zupancic</em>): H: 167, OB: 117 	 		http://dx.doi.org/10.1371/journal.pone.0043052 	 	 	<strong>par_scheperjans_results.tar.gz</strong> (<em>par_scheperjans</em>): H: 72, PAR: 72 	 		http://dx.doi.org/10.1002/mds.26069 	 	 	<strong>ra_littman_results.tar.gz</strong> (<em>art_scher</em>): H: 28, NORA: 44, CRA: 26, PSA: 16 	 		http://dx.doi.org/10.7554/eLife.01202 	 	 	<strong>t1d_alkanani_results.tar.gz</strong> (<em>t1d_alkanani</em>): T1D: 21, H: 55, T1D_new-onset: 35 	 		http://dx.doi.org/10.2337/db14-1847 	 	 	<strong>t1d_mejialeon_results.tar.gz</strong> (<em>t1d_mejialeon</em>): T1D: 21, H: 8 	 		http://dx.doi.org/10.1038/srep03814 	 	 <strong>Version changes</strong> Changes in Version 2: added crc_zhu and ob_escobar datasets, as well as list of core genera.","2017-05-05","2019-10-29 14:42:06","2019-10-30 12:30:38","2019-10-29 14:42:06","","","","","","","Microbiomehd","","","","","Zenodo","","","Creative Commons Attribution-NonCommercial 4.0, Open Access","","","","DOI.org (Datacite)","","type: dataset DOI: 10.5281/ZENODO.797943 Citation Key Alias: DuvalletMicrobiomehdHumanGut2017, DuvalletMicrobiomehdHumanGut2017a, DuvalletMicrobiomehdHumanGut2017e Citation Key Alias: DuvalletMicrobiomehdHumanGut2017, DuvalletMicrobiomehdHumanGut2017a Citation Key Alias: DuvalletMicrobiomehdHumanGut2017, DuvalletMicrobiomehdHumanGut2017a","","","","human","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6MAVX69N","journalArticle","2017","Duvallet, Claire; Gibbons, Sean M.; Gurry, Thomas; Irizarry, Rafael A.; Alm, Eric J.","Meta-analysis of gut microbiome studies identifies disease-specific and shared responses","Nature Communications","","2041-1723","10.1038/s41467-017-01973-8","http://www.nature.com/articles/s41467-017-01973-8","","2017-12","2019-10-29 14:42:08","2019-10-29 14:42:08","2019-10-29 14:42:08","1784","","1","8","","Nat Commun","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/home/eror/Zotero/storage/2MQH6WNS/Duvallet et al_2017_Meta-analysis of gut microbiome studies identifies disease-specific and shared.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RX4J8HAY","document","2015","Singh, Pallavi","Intestinal microbial communities associated with acute enteric infections and disease recovery","","","","","http://figshare.com/articles/Intestinal_microbial_communities_associated_with_acute_enteric_infections_and_disease_recovery/1447256","","2015","2019-10-29 14:42:14","2019-10-30 12:26:04","2019-10-29 14:42:14","","","","","","","","","","","","Figshare","","","CC-BY","","","","DOI.org (Datacite)","","type: dataset DOI: 10.6084/M9.FIGSHARE.1447256 Citation Key Alias: SinghIntestinalmicrobialcommunities2015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MUXZZI6Y","journalArticle","2018","Gonzalez, Antonio; Navas-Molina, Jose A.; Kosciolek, Tomasz; McDonald, Daniel; Vázquez-Baeza, Yoshiki; Ackermann, Gail; DeReus, Jeff; Janssen, Stefan; Swafford, Austin D.; Orchanian, Stephanie B.; Sanders, Jon G.; Shorenstein, Joshua; Holste, Hannes; Petrus, Semar; Robbins-Pianka, Adam; Brislawn, Colin J.; Wang, Mingxun; Rideout, Jai Ram; Bolyen, Evan; Dillon, Matthew; Caporaso, J. Gregory; Dorrestein, Pieter C.; Knight, Rob","Qiita: rapid, web-enabled microbiome meta-analysis","Nature Methods","","1548-7091, 1548-7105","10.1038/s41592-018-0141-9","http://www.nature.com/articles/s41592-018-0141-9","","2018-10","2019-10-29 14:42:15","2019-10-29 14:42:15","2019-10-29 14:42:15","796-798","","10","15","","Nat Methods","Qiita","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A83ML9NF","journalArticle","2013","Koren, Omry; Knights, Dan; Gonzalez, Antonio; Waldron, Levi; Segata, Nicola; Knight, Rob; Huttenhower, Curtis; Ley, Ruth E.","A Guide to Enterotypes across the Human Body: Meta-Analysis of Microbial Community Structures in Human Microbiome Datasets","PLoS Computational Biology","","1553-7358","10.1371/journal.pcbi.1002863","http://dx.plos.org/10.1371/journal.pcbi.1002863","","2013-01-10","2019-10-29 14:42:17","2019-10-30 12:30:38","2019-10-29 14:42:17","e1002863","","1","9","","PLoS Comput Biol","A Guide to Enterotypes across the Human Body","","","","","","","en","","","","","DOI.org (Crossref)","","","","/home/eror/Zotero/storage/XPN568UQ/Koren et al_2013_A Guide to Enterotypes across the Human Body.pdf","","human","","Eisen, Jonathan A.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I2XSMMDV","journalArticle","2010","Caporaso, J Gregory; Kuczynski, Justin; Stombaugh, Jesse; Bittinger, Kyle; Bushman, Frederic D; Costello, Elizabeth K; Fierer, Noah; Peña, Antonio Gonzalez; Goodrich, Julia K; Gordon, Jeffrey I; Huttley, Gavin A; Kelley, Scott T; Knights, Dan; Koenig, Jeremy E; Ley, Ruth E; Lozupone, Catherine A; McDonald, Daniel; Muegge, Brian D; Pirrung, Meg; Reeder, Jens; Sevinsky, Joel R; Turnbaugh, Peter J; Walters, William A; Widmann, Jeremy; Yatsunenko, Tanya; Zaneveld, Jesse; Knight, Rob","QIIME allows analysis of high-throughput community sequencing data","Nature Methods","","1548-7091, 1548-7105","10.1038/nmeth.f.303","http://www.nature.com/articles/nmeth.f.303","","2010-05","2019-10-29 14:42:26","2019-10-29 14:42:26","2019-10-29 14:42:26","335-336","","5","7","","Nat Methods","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/home/eror/Zotero/storage/359K8PMW/Caporaso et al_2010_QIIME allows analysis of high-throughput community sequencing data.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HSXTBC8I","journalArticle","2016","Debelius, Justine; Song, Se Jin; Vazquez-Baeza, Yoshiki; Xu, Zhenjiang Zech; Gonzalez, Antonio; Knight, Rob","Tiny microbes, enormous impacts: what matters in gut microbiome studies?","Genome Biology","","1474-760X","10.1186/s13059-016-1086-x","http://genomebiology.biomedcentral.com/articles/10.1186/s13059-016-1086-x","","2016-12","2019-10-29 14:42:31","2019-10-29 14:42:31","2019-10-29 14:42:31","217","","1","17","","Genome Biol","Tiny microbes, enormous impacts","","","","","","","en","","","","","DOI.org (Crossref)","","","","/home/eror/Zotero/storage/TAG3WFDJ/Debelius et al_2016_Tiny microbes, enormous impacts.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8WSB6GVG","journalArticle","2015","Weingarden, Alexa; González, Antonio; Vázquez-Baeza, Yoshiki; Weiss, Sophie; Humphry, Gregory; Berg-Lyons, Donna; Knights, Dan; Unno, Tatsuya; Bobr, Aleh; Kang, Johnthomas; Khoruts, Alexander; Knight, Rob; Sadowsky, Michael J","Dynamic changes in short- and long-term bacterial composition following fecal microbiota transplantation for recurrent Clostridium difficile infection","Microbiome","","2049-2618","10.1186/s40168-015-0070-0","http://www.microbiomejournal.com/content/3/1/10","","2015-12","2019-10-29 14:42:35","2019-10-29 14:42:35","2019-10-29 14:42:35","10","","1","3","","Microbiome","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/home/eror/Zotero/storage/L23NHJNF/Weingarden et al_2015_Dynamic changes in short- and long-term bacterial composition following fecal.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JQXF8S8Q","journalArticle","2016","Lê Cao, Kim-Anh; Costello, Mary-Ellen; Lakis, Vanessa Anne; Bartolo, François; Chua, Xin-Yi; Brazeilles, Rémi; Rondeau, Pascale","MixMC: A Multivariate Statistical Framework to Gain Insight into Microbial Communities","PLOS ONE","","1932-6203","10.1371/journal.pone.0160169","https://dx.plos.org/10.1371/journal.pone.0160169","","2016-08-11","2019-10-29 14:42:38","2019-10-29 14:42:38","2019-10-29 14:42:38","e0160169","","8","11","","PLoS ONE","MixMC","","","","","","","en","","","","","DOI.org (Crossref)","","","","/home/eror/Zotero/storage/6C7HWA9A/Lê Cao et al_2016_MixMC.pdf","","","","Moreno-Hagelsieb, Gabriel","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LI32YVSU","journalArticle","2017","Rohart, Florian; Eslami, Aida; Matigian, Nicholas; Bougeard, Stéphanie; Lê Cao, Kim-Anh","MINT: a multivariate integrative method to identify reproducible molecular signatures across independent experiments and platforms","BMC Bioinformatics","","1471-2105","10.1186/s12859-017-1553-8","http://bmcbioinformatics.biomedcentral.com/articles/10.1186/s12859-017-1553-8","","2017-12","2019-10-29 14:42:46","2019-10-29 14:42:46","2019-10-29 14:42:46","128","","1","18","","BMC Bioinformatics","MINT","","","","","","","en","","","","","DOI.org (Crossref)","","","","/home/eror/Zotero/storage/S9TBGT4B/Rohart et al_2017_MINT.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J3J2PXTR","journalArticle","2015","Kurtz, Zachary D.; Müller, Christian L.; Miraldi, Emily R.; Littman, Dan R.; Blaser, Martin J.; Bonneau, Richard A.","Sparse and Compositionally Robust Inference of Microbial Ecological Networks","PLOS Computational Biology","","1553-7358","10.1371/journal.pcbi.1004226","https://dx.plos.org/10.1371/journal.pcbi.1004226","","2015-05-07","2019-10-29 14:42:51","2019-10-29 14:42:51","2019-10-29 14:42:51","e1004226","","5","11","","PLoS Comput Biol","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/home/eror/Zotero/storage/9V3VLCEY/Kurtz et al_2015_Sparse and Compositionally Robust Inference of Microbial Ecological Networks.pdf","","","","von Mering, Christian","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2P86J39P","journalArticle","2017","Foster, Zachary S. L.; Sharpton, Thomas J.; Grünwald, Niklaus J.","Metacoder: An R package for visualization and manipulation of community taxonomic diversity data","PLOS Computational Biology","","1553-7358","10.1371/journal.pcbi.1005404","https://dx.plos.org/10.1371/journal.pcbi.1005404","","2017-02-21","2019-10-29 14:42:59","2019-10-29 14:42:59","2019-10-29 14:42:59","e1005404","","2","13","","PLoS Comput Biol","Metacoder","","","","","","","en","","","","","DOI.org (Crossref)","","","","/home/eror/Zotero/storage/8E3UQQAT/Foster et al_2017_Metacoder.pdf","","","","Poisot, Timothée","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"44SPHQ8Y","journalArticle","2016","Mendes-Soares, Helena; Mundy, Michael; Soares, Luis Mendes; Chia, Nicholas","MMinte: an application for predicting metabolic interactions among the microbial species in a community","BMC Bioinformatics","","1471-2105","10.1186/s12859-016-1230-3","http://bmcbioinformatics.biomedcentral.com/articles/10.1186/s12859-016-1230-3","","2016-12","2019-10-29 14:43:07","2019-10-29 14:43:07","2019-10-29 14:43:07","343","","1","17","","BMC Bioinformatics","MMinte","","","","","","","en","","","","","DOI.org (Crossref)","","","","/home/eror/Zotero/storage/DGFVB98R/Mendes-Soares et al_2016_MMinte.pdf","","human; ML","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Y4DJ8RTH","journalArticle","2017","Barberán, Albert; Caceres Velazquez, Hildamarie; Jones, Stuart; Fierer, Noah","Hiding in Plain Sight: Mining Bacterial Species Records for Phenotypic Trait Information","mSphere","","2379-5042","10.1128/mSphere.00237-17","http://msphere.asm.org/lookup/doi/10.1128/mSphere.00237-17","ABSTRACT                            Cultivation in the laboratory is essential for understanding the phenotypic characteristics and environmental preferences of bacteria. However, basic phenotypic information is not readily accessible. Here, we compiled phenotypic and environmental tolerance information for >5,000 bacterial strains described in the               International Journal of Systematic and Evolutionary Microbiology               (IJSEM) with all information made publicly available in an updatable database. Although the data span 23 different bacterial phyla, most entries described aerobic, mesophilic, neutrophilic strains from               Proteobacteria               (mainly               Alpha               - and               Gammaproteobacteria               ),               Actinobacteria               ,               Firmicutes               , and               Bacteroidetes               isolated from soils, marine habitats, and plants. Most of the routinely measured traits tended to show a significant phylogenetic signal, although this signal was weak for environmental preferences. We demonstrated how this database could be used to link genomic attributes to differences in pH and salinity optima. We found that adaptations to high salinity or high-pH conditions are related to cell surface transporter genes, along with previously uncharacterized genes that might play a role in regulating environmental tolerances. Together, this work highlights the utility of this database for associating bacterial taxonomy, phylogeny, or specific genes to measured phenotypic traits and emphasizes the need for more comprehensive and consistent measurements of traits across a broader diversity of bacteria.                                         IMPORTANCE               Cultivation in the laboratory is key for understanding the phenotypic characteristics, growth requirements, metabolism, and environmental preferences of bacteria. However, oftentimes, phenotypic information is not easily accessible. Here, we compiled phenotypic and environmental tolerance information for >5,000 bacterial strains described in the               International Journal of Systematic and Evolutionary Microbiology               (IJSEM). We demonstrate how this database can be used to link bacterial taxonomy, phylogeny, or specific genes to measured phenotypic traits and environmental preferences. The phenotypic database can be freely accessed (               https://doi.org/10.6084/m9.figshare.4272392               ), and we have included instructions for researchers interested in adding new entries or curating existing ones.","2017-08-30","2019-10-29 14:43:10","2019-10-29 14:43:10","2019-10-29 14:43:10","e00237-17, /msph/2/4/e00237-17.atom","","4","2","","mSphere","Hiding in Plain Sight","","","","","","","en","","","","","DOI.org (Crossref)","","","","/home/eror/Zotero/storage/TBELRID7/Barberán et al_2017_Hiding in Plain Sight.pdf","","","","Hallam, Steven J.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XR4X2PYU","journalArticle","2016","Barberan, Albert","International Journal of Systematic and Evolutionary Microbiology (IJSEM) phenotypic database","","","","10.6084/M9.FIGSHARE.4272392","https://figshare.com/articles/International_Journal_of_Systematic_and_Evolutionary_Microbiology_IJSEM_phenotypic_database/4272392","The International Journal of Systematic and Evolutionary Microbiology (IJSEM) is the official publication of the International Committee on Systematics of Prokaryotes and the Bacteriology and Applied Microbiology Division of the International Union of Microbiological Societies, and the official journal of record for novel bacterial and archaeal taxa (http://ijs.microbiologyresearch.org/content/journal/ijsem). We manually searched IJSEM articles to extract phenotypic, metabolic and environmental tolerance data of bacterial strains from 2004 to 2014.<br><br>  We focused on the most recent entries as they presumably used standardized and state-of-the-art methods, up-to-date taxonomic nomenclature, most strains had easily retrievable 16S rRNA gene sequence data, and many strains also had publicly available genome sequence data available. Data was manually collected using Google Forms as variable structure of the articles and inconsistent reporting of relevant information precluded the use of automatic text parsing algorithms. <br>","2016","2019-10-29 14:43:21","2019-10-30 12:25:56","2019-10-29 14:43:21","3916291 Bytes","","","","","","","","","","","","","","CC-BY","","","","DOI.org (Datacite)","","Citation Key Alias: BarberanInternationalJournalSystematic2016, BarberanInternationalJournalSystematic2016a Citation Key Alias: BarberanInternationalJournalSystematic2016, BarberanInternationalJournalSystematic2016a Citation Key Alias: BarberanInternationalJournalSystematic2016, BarberanInternationalJournalSystematic2016a","","","","","60504 Microbial Ecology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NMTYIYM8","journalArticle","2016","Bokulich, Nicholas A.; Rideout, Jai Ram; Mercurio, William G.; Shiffer, Arron; Wolfe, Benjamin; Maurice, Corinne F.; Dutton, Rachel J.; Turnbaugh, Peter J.; Knight, Rob; Caporaso, J. Gregory","mockrobiota: a Public Resource for Microbiome Bioinformatics Benchmarking","mSystems","","2379-5077","10.1128/mSystems.00062-16","http://msystems.asm.org/lookup/doi/10.1128/mSystems.00062-16","ABSTRACT                            Mock communities are an important tool for validating, optimizing, and comparing bioinformatics methods for microbial community analysis. We present mockrobiota, a public resource for sharing, validating, and documenting mock community data resources, available at               http://caporaso-lab.github.io/mockrobiota/               . The materials contained in mockrobiota include data set and sample metadata, expected composition data (taxonomy or gene annotations or reference sequences for mock community members), and links to raw data (e.g., raw sequence data) for each mock community data set. mockrobiota does not supply physical sample materials directly, but the data set metadata included for each mock community indicate whether physical sample materials are available. At the time of this writing, mockrobiota contains 11 mock community data sets with known species compositions, including bacterial, archaeal, and eukaryotic mock communities, analyzed by high-throughput marker gene sequencing.                                         IMPORTANCE               The availability of standard and public mock community data will facilitate ongoing method optimizations, comparisons across studies that share source data, and greater transparency and access and eliminate redundancy. These are also valuable resources for bioinformatics teaching and training. This dynamic resource is intended to expand and evolve to meet the changing needs of the omics community.","2016-10-25","2019-10-29 14:43:22","2019-10-29 14:43:22","2019-10-29 14:43:22","e00062-16, /msys/1/5/e00062-16.atom","","5","1","","mSystems","mockrobiota","","","","","","","en","","","","","DOI.org (Crossref)","","","","/home/eror/Zotero/storage/J9T8IR73/Bokulich et al_2016_mockrobiota.pdf","","","","Neufeld, Josh D.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
